lambda,risk_teacher,risk_pure,cross_risk,D,risk_derivative,xi_oracle,xi_derivative,risk_optimal,gain,gain_derivative,gcv_teacher,gcv_pure,gcv_cross,D_gcv,xi_gcv,kind,seed,n,p
14.39371346002303,1.8914490349412159,1.9896781250570414,1.9376292795678913,0.005868600862474716,0.006416724183781514,-7.869038244185828,-7.869038244185855,1.5280549238480496,0.3633941110931663,0.3633941110931689,1.8776958091467224,1.9695994797559777,1.9209976766063652,0.005299935689969448,-8.170262809338434,isotropic,1,400,200
20.0,1.9184739959491104,1.9942936506010875,1.954684293363798,0.003399059822601785,0.003621029741468762,-10.65303328111793,-10.65303328111793,1.5327244924712646,0.3857495034778457,0.3857495034778457,1.9037435293208083,1.9750442746485042,1.937838281214744,0.0031112415398242277,-10.958567972791357,isotropic,1,400,200
0.02,1.8378254626423414,1.736306710753595,1.782640363982869,0.008851445430198442,-5.518509865947249,6.234586101745329,6.234586101745338,1.49376921351655,0.34405624912579147,0.34405624912579247,1.9538707734041685,1.8471560525222663,1.896795245472522,0.007436334981390846,7.675222818024711,isotropic,2,400,200
0.027789909887462754,1.7978386035155376,1.6793127485628672,1.7315082816455072,0.014134788787390737,-4.773698233541598,4.692699895820296,4.692699895820309,1.4865703089863191,0.3112682945292184,0.31126829452922,1.9107054328557025,1.7839137922916992,1.8414299476462204,0.011759329854960754,5.891108257351739,isotropic,2,400,200
0.038613954577665,1.7507805848370048,1.6193927632017036,1.6743682292092539,0.021436889620200617,-3.95775861154347,3.5645262433849227,3.564526243384926,1.478406737883025,0.27237384695397987,0.27237384695398037,1.8587530060623572,1.7145790940334034,1.7778350060000536,0.017662088095653505,4.581451503586193,isotropic,2,400,200
0.053653915905594526,1.6979173808738066,1.5612560247913723,1.6142480511983757,0.030677303268427845,-3.1188526788109767,2.727401719222853,2.7274017192228603,1.4697175072708126,0.228199873602994,0.22819987360299526,1.7986861586066611,1.643122105546054,1.7083712207609125,0.02506582263089019,3.603110864370669,isotropic,2,400,200
0.0745518744062988,1.6417031417257375,1.510320474897247,1.5553726767598777,0.041278263103228935,-2.3159837536845513,2.0914267819351817,2.091426781935175,1.4611492951992213,0.18055384652651615,0.18055384652651504,1.732476147046514,1.5748079845128768,1.636872048862975,0.03354003383344084,2.850447279162179,isotropic,2,400,200
0.10358949358462421,1.5856216714890357,1.4716385731861985,1.5025036081748282,0.05225302832557826,-1.6047585606991497,1.5906841378898708,1.590684137889875,1.4534070866029998,0.1322145848860358,0.1322145848860365,1.6634908078996697,1.5155585141806547,1.5683368670408144,0.04237558799869534,2.2454895696499815,isotropic,2,400,200
0.14393713460023042,1.5337239226919552,1.4490000542354218,1.4600995658933813,0.06252484514061436,-1.0230071204773874,1.1775216177344778,1.1775216177344776,1.4470296509698382,0.08669427172211717,0.08669427172211715,1.5962916939672158,1.4711779971415455,1.5083413435468729,0.05078700401501557,1.731749137916065,isotropic,2,400,200
0.20000000000000004,1.4900203301666106,1.444571193912687,1.4316627291957218,0.07126606568785424,-0.5835760097088898,0.8188694073066337,0.818869407306636,1.4422330760477418,0.04778725411886876,0.04778725411886904,1.536139349989143,1.4466092013824485,1.4623179319312967,0.05811268750899812,1.2703149901029067,isotropic,2,400,200
0.27789909887462755,1.4579519300292796,1.4589966696994061,1.4194694772092944,0.07800964531009665,-0.2769526995648599,0.49330377887264254,0.4933037788726402,1.4389683906328927,0.018983539396386872,0.0189835393963867,1.488308039792763,1.4452788718458998,1.4348465501044936,0.06389381142967565,0.8367240659466926,isotropic,2,400,200
0.38613954577665,1.4400723970509623,1.49160364401962,1.4245892881015916,0.08249746486739937,-0.08019437075904433,0.18767981506167777,0.18767981506167836,1.4371665300267646,0.002905867024197714,0.0029058670241977323,1.457348669165053,1.4685427998006007,1.4290333391922598,0.06782479058113422,0.4174775879170826,isotropic,2,400,200
0.536539159055945,1.43791254537547,1.5404252745539906,1.4469421550595345,0.08445350981039168,0.033658716355213995,-0.10691811038211538,-0.1069181103821157,1.4369471165705618,0.0009654288049082284,0.0009654288049082344,1.4464243435338544,1.5152632483624289,1.4460175261234254,0.06965253964943274,0.005840668731916669,isotropic,2,400,200
0.7455187440629881,1.451906270607481,1.6020417265904352,1.485228026113644,0.0834919449706283,0.08939213338772276,-0.3991014404789011,-0.3991014404789034,1.4386075099856857,0.013298760621795368,0.01329876062179552,1.4568090935605966,1.581605020404668,1.48465133788754,0.06911143819018495,-0.4028601495793696,isotropic,2,400,200
1.0358949358462421,1.4812898854895207,1.6715004513310006,1.5367739594037766,0.07924241801296815,0.10712297549544393,-0.70018148493621,-0.7001814849362077,1.4424409642259266,0.03884892126359414,0.038848921263593884,1.487617032815642,1.6612171572715901,1.5414372042431965,0.06595978160083904,-0.8159543606928795,isotropic,2,400,200
1.4393713460023037,1.524004191948058,1.7426886568113658,1.5975272242167462,0.07163840032593191,0.10215992206999236,-1.0263075659727434,-1.0263075659727365,1.4485469476574453,0.07545724429061283,0.07545724429061182,1.535829308035965,1.7460166962727304,1.6108531768802492,0.06013965054819703,-1.2474942597838778,isotropic,2,400,200
2.0000000000000004,1.5767387961923713,1.8093545169680236,1.6624442741923406,0.0612047647757141,0.085705477999969,-1.400307285127857,-1.4003072851278522,1.4567247909736492,0.1200140052187223,0.1200140052187215,1.5966843098604777,1.827639085380013,1.6861673228735914,0.051988749493308006,-1.7211995650065008,isotropic,2,400,200
2.7789909887462754,1.6352659255580355,1.866503066784194,1.7263240717968702,0.049120848748489265,0.06553324325813298,-1.853757590897393,-1.8537575908973907,1.466466195754751,0.16879972980328467,0.16879972980328428,1.664433710787448,1.899207747958484,1.7606514757077214,0.04233850733048916,-2.2725828326730877,isotropic,2,400,200
3.8613954577664997,1.6950774052514022,1.9114799979404344,1.7848127289889963,0.03693194521384422,0.04647818371314834,-2.429748100675624,-2.429748100675617,1.4770431728364706,0.2180342324149317,0.21803423241493056,1.73332305996448,1.9567005945284586,1.8288311497662189,0.032361354960500854,-2.951300707844672,isotropic,2,400,200
5.36539159055945,1.7521422796507884,1.9441641924523854,1.8351325342740707,0.026041403555032337,0.030935395198108437,-3.1868579759114026,-3.186857975911393,1.4876641247816629,0.2644781548691255,0.2644781548691239,1.7985174558057868,1.999290278181165,1.8872982102541414,0.023211313478669116,-3.824891449160895,isotropic,2,400,200
7.455187440629877,1.8035038009970408,1.9662819048158888,1.8762435194920846,0.017298666828760148,0.01951385369564852,-4.204932045636564,-4.2049320456365695,1.4976382277066485,0.3058655732903923,0.30586557329039304,1.8566900064757659,2.028626107979906,1.9348210948981825,0.015673924659306948,-4.984781420141864,isotropic,2,400,200
10.358949358462416,1.8475207917817809,1.98036474338557,1.9084923836138756,0.010900767939600039,0.011771771387662147,-5.593329953442884,-5.593329953442861,1.5064865608782316,0.34103423090354923,0.3410342309035464,1.906149145842368,2.0476010079372897,1.9718628204583735,0.01002451286291084,-6.555298548135534,isotropic,2,400,200
14.39371346002303,1.8837507172036259,1.9888943407617221,1.9330378286999323,0.006569400565483092,0.006848421935478456,-7.5025279711623245,-7.502527971162343,1.5139727845847903,0.3697779326188356,0.3697779326188374,1.9465848909123944,2.059248558334414,1.999857407293605,0.006118634659598499,-8.70660193735221,isotropic,2,400,200
20.0,1.9126182309091655,1.9938597316537168,1.9513301667282326,0.0038176291064172378,0.003871193581906708,-10.140308222711917,-10.140308222711921,1.5200672698059836,0.39255096110318183,0.39255096110318205,1.9786288139742312,2.066103826807006,2.0205698012990934,0.0035930381830509006,-11.672847653750642,isotropic,2,400,200
0.02,1.868540779828173,1.7881863137337821,1.8256621389157766,0.00540281573040207,-4.287864091239653,7.936350794108148,7.936350794108161,1.5282408439727972,0.34029993585537577,0.3402999358553769,1.7585760305133535,1.6616812121027782,1.7070153798783383,0.006226482859455373,8.280862856101274,isotropic,3,400,200
0.027789909887462754,1.8369041265742072,1.7389649180632842,1.7834542473426045,0.008960549952282407,-3.8467112306626245,5.965022182370414,5.965022182370406,1.5180744113126772,0.3188297152615299,0.3188297152615291,1.719537446349241,1.6041366471605396,1.6567928735285236,0.01008834645273371,6.219510116419039,isotropic,3,400,200
0.038613954577665,1.7981130372988359,1.6834377252424586,1.7336516294437871,0.014247503653720477,-3.3387622977282168,4.52440016312723,4.5244001631272415,1.5064638330840425,0.29164920421479335,0.2916492042147948,1.6724686238795199,1.5413597714972274,1.5991220070215333,0.015584381333680675,4.706418258610706,isotropic,3,400,200
0.053653915905594526,1.752264447852082,1.624539475095042,1.677610740960203,0.021582441026717036,-2.782786890083982,3.4590020099887964,3.459002009988776,1.4940371256599585,0.2582273221921235,0.2582273221921204,1.6180989583947147,1.4776620973851085,1.5364789847258715,0.022803086328079925,3.579338888365109,isotropic,3,400,200
0.0745518744062988,1.7004376359305522,1.5667840347744293,1.6181121693361893,0.03099733203260284,-2.2085418307713875,2.655888787711581,2.655888787711579,1.4817903522594595,0.21864728367109273,0.21864728367109248,1.558527349369084,1.4188422198040795,1.4729556875366487,0.031458194099866166,2.720170826105985,isotropic,3,400,200
0.10358949358462421,1.6449134140606243,1.5158430895250992,1.559331631207754,0.042093241170215234,-1.6523255378781603,2.033147851618208,2.033147851618208,1.4709129961156553,0.1740004179449691,0.17400041794496912,1.497351283218299,1.3713065717302437,1.4139064249554736,0.040845005037595694,2.042963593370075,isotropic,3,400,200
0.14393713460023042,1.5891752954709246,1.4777194457567424,1.5064392352411895,0.05401627074528773,-1.149613829114012,1.5316877505275175,1.531687750527514,1.4624494854901324,0.1267258099807922,0.1267258099807916,1.4394118768190367,1.3408946061613223,1.3651622107099677,0.04998206156042384,1.485526282650583,isotropic,3,400,200
