lambda,risk_teacher,risk_pure,cross_risk,D,risk_derivative,xi_oracle,xi_derivative,risk_optimal,gain,gain_derivative,gcv_teacher,gcv_pure,gcv_cross,D_gcv,xi_gcv,kind,seed,n,p,stationary_lambda
0.37428845381172704,1.3066128349667716,1.3799070926096058,1.3066128349667754,0.0732942576428267,1.9576354426398268e-14,-5.150141914419086e-14,-4.998483963937166e-14,1.3066128349667716,1.9440540853815516e-28,1.8312454421497975e-28,1.3177118059345214,1.3344167209928846,1.293952257515443,0.06422401189652005,0.3699480570812154,isotropic,29,400,200,0.37428845381172704
0.42288858572656873,1.4147757617270709,1.4836379147636753,1.4147757617270706,0.06886215303660455,1.9081958235744878e-17,3.2244795600131858e-15,-5.859199847351661e-17,1.4147757617270709,7.159782899919666e-31,2.3640530597604677e-34,1.3355143670343657,1.3441457052515249,1.3082394038168397,0.06318126465221097,0.43169384734009947,isotropic,30,400,200,0.42288858572656873
0.49293731020136916,1.4354866713214567,1.5192950128675908,1.4354866713214565,0.08380834154613424,7.28583859910259e-17,2.6494332285862228e-15,-2.1426636151879574e-16,1.4354866713214567,5.88292354516678e-31,3.8476471352561915e-33,1.3259342984322393,1.395261124896213,1.3283921030495485,0.06441121722935517,-0.038158021584305986,isotropic,31,400,200,0.49293731020136916
0.4607600155094628,1.3210837353740337,1.382540375210287,1.3210837353740337,0.061456639836253345,-1.3444106938820255e-17,0.0,5.039737722519894e-17,1.3210837353740337,0.0,1.5609345102704124e-34,1.4056107490151784,1.4089409501216588,1.3814253731144568,0.051700952907923536,0.4677936196610214,anisotropic,0,400,200,0.4607600155094628
0.5903748411260216,1.3811283132995391,1.440111163036671,1.3811283132995391,0.05898284973713181,9.77950359581925e-17,0.0,-4.894281055768043e-16,1.3811283132995391,0.0,1.4128744189434493e-32,1.1078474908417266,1.1420325511763265,1.1045522679065012,0.04077550620505077,0.08081378361446968,anisotropic,1,400,200,0.5903748411260216
0.5436621258750098,1.3826724738374145,1.449014959542853,1.3826724738374145,0.06634248570543844,-4.7704895589362195e-17,0.0,1.9546558042693279e-16,1.3826724738374145,0.0,2.5347336271863196e-33,1.3223322455159963,1.3687210132113934,1.3211436701360386,0.04876591845531264,0.024373074836000767,anisotropic,2,400,200,0.5436621258750098
0.4460853103758243,1.3020655671607946,1.37061476960569,1.3020655671607946,0.0685492024448955,2.6129272356900657e-17,0.0,-8.501838207813042e-17,1.3020655671607946,0.0,4.954822238823705e-34,1.4010100834292298,1.430620750503084,1.388263105446147,0.05510462304002006,0.23132320447642507,anisotropic,3,400,200,0.4460853103758243
0.7590734401196886,1.2812193881331122,1.3541725529345552,1.2812193881331122,0.07295316480144298,-5.724587470723463e-17,0.0,2.9781999975566357e-16,1.2812193881331122,0.0,6.47070878457263e-33,1.3963364610770725,1.4969425864227757,1.4179898949214305,0.05729925765698729,-0.37790077445649795,anisotropic,4,400,200,0.7590734401196886
0.4946312325502694,1.3504779009704164,1.4074494940901643,1.3504779009704164,0.056971593119747733,1.1363794020363693e-17,0.0,-4.933061491650248e-17,1.3504779009704164,0.0,1.3864091696340258e-34,1.4724951695601836,1.4262132452425351,1.4267254195364083,0.045257575729901856,1.0113168742605674,anisotropic,5,400,200,0.4946312325502694
0.4841962540462314,1.3673898824382942,1.4295734133290965,1.367389882438294,0.0621835308908023,-3.209238430557093e-17,3.57079441685217e-15,1.249447566065111e-16,1.3673898824382942,7.928756355584477e-31,9.70759052626125e-34,1.404904503768415,1.421899637037078,1.3883697186345003,0.05006470353649206,0.33026831212258007,anisotropic,6,400,200,0.4841962540462314
0.5722741738872118,1.325066397494225,1.3922000970612955,1.325066397494225,0.06713369956707063,-1.5612511283791264e-17,0.0,6.654360667484275e-17,1.325066397494225,0.0,2.972714850632992e-34,1.4208010392966015,1.4452584335729655,1.4090033708213878,0.04805273122679132,0.24551504511851788,anisotropic,7,400,200,0.5722741738872118
0.6043071935635398,1.2912287113052827,1.3592062304383856,1.2912287113052827,0.06797751913310304,-1.734723475976807e-18,0.0,7.710680595181054e-18,1.2912287113052827,0.0,4.0415758855392896e-36,1.5781335330682504,1.5782723860609416,1.5503426300528325,0.05572065902352685,0.4987540259293033,anisotropic,8,400,200,0.6043071935635398
0.5453488065942348,1.304478061454863,1.3574192378181935,1.3044780614548628,0.0529411763633306,3.946495907847236e-17,4.194175879303453e-15,-2.0326492358264276e-16,1.304478061454863,9.31294126106031e-31,2.1873509510479958e-33,1.2327017144313834,1.2503062687066877,1.217878540686212,0.04725090176564706,0.31371197567171766,anisotropic,9,400,200,0.5453488065942348
0.411299318310096,1.272917688142757,1.3366506323070333,1.272917688142757,0.06373294416427616,9.703609443745265e-18,0.0,-3.131102761448244e-17,1.272917688142757,0.0,6.248253249711698e-35,1.1816351394559792,1.2193043270638415,1.177130873404064,0.04667771971169277,0.09649713138808086,anisotropic,10,400,200,0.411299318310096
0.6922625380235211,1.309203695429615,1.37710807813761,1.309203695429615,0.06790438270799522,-3.176712365382528e-17,0.0,1.619276162252398e-16,1.309203695429615,0.0,1.7804904586916005e-33,1.3225967621599293,1.3907371049783033,1.3322522068190088,0.04882945350021517,-0.19773812662140441,anisotropic,11,400,200,0.6922625380235211
0.5258111521318221,1.309143346219649,1.3687438106254501,1.309143346219649,0.05960046440580116,-8.413408858487514e-17,0.0,3.7112665558414715e-16,1.309143346219649,0.0,8.209069636240883e-33,1.3193356035831307,1.3250402399835315,1.298580148318913,0.047215546928836005,0.4395894279378078,anisotropic,12,400,200,0.5258111521318221
0.7199746700722723,1.344485199746953,1.4138084186390198,1.344485199746953,0.06932321889206725,-4.586175189613684e-17,0.0,2.3815469202149224e-16,1.344485199746953,0.0,3.9318505742612255e-33,1.4180803787586378,1.5087162498214222,1.4352919498992562,0.05621272878154748,-0.30618636585862297,anisotropic,13,400,200,0.7199746700722723
0.608992928590287,1.2656415054738455,1.3266006645869828,1.2656415054738455,0.060959159113137054,1.6940658945086007e-17,0.0,-8.462011003194639e-17,1.2656415054738455,0.0,4.3650190058669234e-34,1.1898060711593694,1.2372578813494763,1.1904794962361942,0.04610496003645714,-0.014606347696479258,anisotropic,14,400,200,0.608992928590287
0.6405539037769498,1.2820841900304538,1.3622506396559106,1.2820841900304536,0.08016644962545699,9.974659986866641e-18,2.7697946704941846e-15,-3.985025795258762e-17,1.2820841900304538,6.150179633333385e-31,1.2730777388338328e-34,1.3301925738791345,1.4467457207349896,1.3611975059904171,0.05454328263328989,-0.5684463899933869,anisotropic,15,400,200,0.6405539037769498
0.5253543181887476,1.3719023057538646,1.4376743658965108,1.3719023057538646,0.06577206014264597,7.025630077706069e-17,0.0,-2.8058609471215694e-16,1.3719023057538646,0.0,5.178139356075346e-33,1.378223119951938,1.3996724933057305,1.3636054885037738,0.050684636250120985,0.28840359780877756,anisotropic,16,400,200,0.5253543181887476
0.40710632228993815,1.3225472375217748,1.3884725948814796,1.3225472375217748,0.06592535735970464,-1.043544591017298e-17,0.0,3.2220803770286396e-17,1.3225472375217748,0.0,6.844240039891574e-35,1.21484842494537,1.2429919891090835,1.2053729025573687,0.047094608939715954,0.20120184881735534,anisotropic,17,400,200,0.40710632228993815
0.49471910418524745,1.3528716725577736,1.415612417760648,1.3528716725577736,0.06274074520287423,5.355958732078392e-17,0.0,-2.1116222778507817e-16,1.3528716725577736,0.0,2.7975776076571428e-33,1.3122646070617419,1.3330908039912304,1.2989931089819438,0.04736919308908494,0.2801715041849888,anisotropic,18,400,200,0.49471910418524745
0.5661376027427822,1.3560567636403127,1.422194921621395,1.3560567636403127,0.06613815798108212,2.168404344971009e-18,0.0,-9.28068814669787e-18,1.3560567636403127,0.0,5.696557092330607e-36,1.4423250010719773,1.4401866695433756,1.417615043393007,0.04728158382933856,0.5226127315903811,anisotropic,19,400,200,0.5661376027427822
0.5580883667951638,1.2914269694321159,1.3594840690553718,1.2914269694321159,0.06805709962325591,-2.710505431213761e-17,0.0,1.1113473522008576e-16,1.2914269694321159,0.0,8.405684307398499e-34,1.3982411135945605,1.4338097146467699,1.3908437776451112,0.050363272951107874,0.14687957148119624,anisotropic,20,400,200,0.5580883667951638
0.4971357602794788,1.345995756165757,1.40408008099121,1.345995756165757,0.058084324825452956,-2.7755575615628914e-17,0.0,1.1877808020610525e-16,1.345995756165757,0.0,8.194671498012873e-34,1.534809666790033,1.4931575132684838,1.4889059169003669,0.05015534625778306,0.9152314422022929,anisotropic,21,400,200,0.4971357602794788
0.4254501145546963,1.2866931558799213,1.348610820786706,1.2866931558799213,0.061917664906784686,1.6111244283134596e-16,0.0,-5.535198021596594e-16,1.2866931558799213,0.0,1.8970592456427345e-32,1.3548787992914273,1.3614224113024895,1.3327890601472008,0.050723090299515494,0.4354967138987097,anisotropic,22,400,200,0.4254501145546963
0.5391771293733574,1.316168425334576,1.3729147377032405,1.316168425334576,0.05674631236866436,-2.981555974335137e-17,0.0,1.416468070087072e-16,1.316168425334576,0.0,1.1385476798907576e-33,1.3387320010688522,1.340191994582353,1.3159233296646244,0.04707733632195632,0.4844936690606688,anisotropic,23,400,200,0.5391771293733574
0.520937823733613,1.3093553808349423,1.3765261350058497,1.3093553808349407,0.06717075417091077,-6.5298244242284476e-15,2.3139716885125217e-14,2.5320785562902642e-14,1.3093553808349423,3.596634505684294e-29,4.306600386364922e-29,1.3171739214708262,1.3562337056391378,1.3128358252122057,0.04773597668555274,0.09087687232622402,anisotropic,24,400,200,0.520937823733613
0.6064739679769166,1.2952736378200034,1.3622889777096228,1.2952736378200034,0.06701533988961943,3.843496701461113e-17,0.0,-1.739139650176106e-16,1.2952736378200034,0.0,2.0269504756185297e-33,1.4697133554729,1.517452705781133,1.4674003681143715,0.05236532502529023,0.04417020914911746,anisotropic,25,400,200,0.6064739679769166
0.6225317176126098,1.3230166652483877,1.4019480983163555,1.3230166652483877,0.07893143306796796,2.2497195079074217e-18,0.0,-8.87176182521741e-18,1.3230166652483877,0.0,6.212547695875454e-36,1.469584662128554,1.5541792473291824,1.4843588265814698,0.05504625629479687,-0.2683954449834637,anisotropic,26,400,200,0.6225317176126098
0.5636256513739359,1.3181169902714833,1.3827982838477415,1.3181169902714833,0.0646812935762583,6.451002926288751e-17,0.0,-2.8106663652744757e-16,1.3181169902714833,0.0,5.1097222061661235e-33,1.3073668839127381,1.3697758612623776,1.3144365279679928,0.04826968923913011,-0.14646135425134718,anisotropic,27,400,200,0.5636256513739359
0.6267944773222844,1.3402545172714109,1.4129153888091581,1.3402545172714109,0.07266087153774742,3.1628210250475575e-17,0.0,-1.3641721529783302e-16,1.3402545172714109,0.0,1.3521938697260694e-33,1.4228316634029552,1.4966668740475908,1.433412352635017,0.052673832180512026,-0.2008718332055682,anisotropic,28,400,200,0.6267944773222844
0.5799994019531766,1.3299849929720788,1.3929365074410678,1.3299849929720788,0.06295151446898883,1.9949319973733282e-17,0.0,-9.190083631616017e-17,1.3299849929720788,0.0,5.3167361674486275e-34,1.4464616193963056,1.49376820789118,1.4424087032134434,0.05541242086059883,0.07314093338491959,anisotropic,29,400,200,0.5799994019531766
0.5801763896550848,1.34644663581567,1.4113682542522172,1.34644663581567,0.06492161843654726,-5.204170427930421e-18,0.0,2.3253708723985774e-17,1.34644663581567,0.0,3.510538935998148e-35,1.3190008778571425,1.3714619063769198,1.3211929447268953,0.04807689478027166,-0.045595017726734126,anisotropic,30,400,200,0.5801763896550848
0.6073126639825249,1.3519021445334087,1.4171184829776313,1.3519021445334087,0.06521633844422269,-6.911788849595091e-17,0.0,3.218224910558559e-16,1.3519021445334087,0.0,6.754437634884582e-33,1.3735534958079534,1.4316165303897532,1.3762371768011394,0.052695672595427734,-0.05092791990321632,anisotropic,31,400,200,0.6073126639825249
