lambda,risk_teacher,risk_pure,cross_risk,D,risk_derivative,xi_oracle,xi_derivative,risk_optimal,gain,gain_derivative,gcv_teacher,gcv_pure,gcv_cross,D_gcv,xi_gcv,kind,seed,n,p,stationary_lambda
0.5321413775639495,1.4109892780979139,1.5047889322762762,1.410989278097909,0.09379965417837188,-1.7979541466761617e-14,5.207888399099298e-14,5.100049700554637e-14,1.4109892780979139,2.544043748557646e-28,2.439776556738493e-28,1.498800506111166,1.5725491519783528,1.5009663810805265,0.06941689592846556,-0.031200976943602278,isotropic,0,400,200,0.5321413775639495
0.5779809167708091,1.4873399791000952,1.5802206353903505,1.4873399791000952,0.09288065629025549,-2.211772431870429e-17,0.0,6.881746474023305e-17,1.4873399791000952,0.0,4.398682480279265e-34,1.465288377219909,1.54610337359399,1.4729190988707932,0.06555355307231236,-0.11640439447220671,isotropic,1,400,200,0.5779809167708091
0.47575406987017516,1.4368271697383408,1.5208817329618518,1.4368271697383412,0.08405456322351029,1.6237011735142914e-15,-5.2833444469776226e-15,-4.595124951742883e-15,1.4368271697383408,2.3462762608240085e-30,1.7748266709803564e-30,1.447968800859394,1.495649354277483,1.4371867369535782,0.0692446812297205,0.15570963306259042,isotropic,2,400,200,0.47575406987017516
0.5684614265450384,1.4531257474959252,1.539760143860463,1.4531257474959252,0.08663439636453739,-1.2576745200831851e-17,0.0,4.126187067821971e-17,1.4531257474959252,0.0,1.474986960179112e-34,1.3416883840072042,1.4524088176359988,1.3628767471052512,0.0683437074327009,-0.31002653929641516,isotropic,3,400,200,0.5684614265450384
0.4344970869214649,1.4046248721255055,1.4885565279806734,1.4046248721255055,0.08393165585516785,9.020562075079397e-17,0.0,-2.3348806264346543e-16,1.4046248721255055,0.0,4.5756748377888015e-33,1.2291650394861835,1.3080796199965035,1.236842756172328,0.06355914713803079,-0.12079640825687864,isotropic,4,400,200,0.4344970869214649
0.5323420354522521,1.3885890184629999,1.4789414166621475,1.3885890184630034,0.09035239819914037,1.3660080011579367e-14,-3.932063508674308e-14,-4.0241515127121274e-14,1.3885890184629999,1.3969495813179505e-28,1.4631482500889401e-28,1.3676316616822763,1.4774818616281058,1.3873797995619985,0.07035392418638509,-0.2806970344312912,isotropic,5,400,200,0.5323420354522521
0.592025451207711,1.409324205851239,1.5060844932648143,1.40932420585124,0.0967602874135734,3.3666645860019884e-15,-1.1473953357329694e-14,-1.0299427450404886e-14,1.409324205851239,1.273864720078254e-29,1.0264157682119624e-29,1.6234507709575126,1.7067497683880584,1.6281882239084413,0.0738240915286883,-0.06417218082646862,isotropic,6,400,200,0.592025451207711
0.6221826934882426,1.403347083418008,1.5119027940314889,1.4033470834180077,0.10855571061348102,-6.938893903907228e-17,2.0454437972004455e-15,1.9884995798765495e-16,1.403347083418008,4.541797598457288e-31,4.292434548802094e-33,1.6208749161731333,1.7601547734418972,1.652310634872481,0.07640841987006874,-0.41141694531575984,isotropic,7,400,200,0.6221826934882426
0.4495505040013814,1.3542347726863557,1.4385976428190292,1.3542347726863557,0.08436287013267377,-5.377642775528102e-17,0.0,1.4328116245192437e-16,1.3542347726863557,0.0,1.7319268264495347e-33,1.2508704225602576,1.345918328066399,1.2644817376084205,0.06782527540981587,-0.2006820461239596,isotropic,8,400,200,0.4495505040013814
0.5280632120813086,1.4137173957509552,1.504390965329654,1.4137173957509552,0.09067356957869896,-4.119968255444917e-17,0.0,1.1996900975399347e-16,1.4137173957509552,0.0,1.305025089921131e-33,1.3702267546874591,1.4732892060574816,1.3873318616893382,0.06885223736626411,-0.24843211573339719,isotropic,9,400,200,0.5280632120813086
0.5656401729603133,1.4238656417362536,1.5183824063497386,1.4238656417362539,0.09451676461348509,2.981555974335137e-17,-2.3492615921953734e-15,-8.921633341505452e-17,1.4238656417362536,5.216408621045717e-31,7.523113058372788e-34,1.4351655119680078,1.5400030810839584,1.4532477361333955,0.06867312078517518,-0.2633086127242268,isotropic,10,400,200,0.5656401729603133
0.5455467093900682,1.4854160178622071,1.5778061531110859,1.485416017862207,0.09239013524887887,1.8431436932253575e-18,2.403336723416321e-15,-5.441711791326514e-18,1.4854160178622071,5.336479532527962e-31,2.7358776778635845e-36,1.5365345123019283,1.5799263222164104,1.525895039546792,0.06467075542475476,0.16451752705309552,isotropic,11,400,200,0.5455467093900682
0.5862628144399273,1.4414887101079672,1.5326131669426544,1.4414887101079672,0.09112445683468715,-1.734723475976807e-18,0.0,5.580301395629539e-18,1.4414887101079672,0.0,2.837594050030697e-36,1.5269943283710392,1.6078444511844059,1.5321925989781615,0.0704535815991223,-0.07378291478068819,isotropic,12,400,200,0.5862628144399273
0.5038608794140068,1.379126680207773,1.469421620104061,1.379126680207773,0.09029493989628797,6.331740687315346e-17,0.0,-1.7666086463962042e-16,1.379126680207773,0.0,2.818020295812315e-33,1.346266602676573,1.4577016370147973,1.3663620874831037,0.07124406472516265,-0.28206538866153663,isotropic,13,400,200,0.5038608794140068
0.45718303685655914,1.3415863385237814,1.42987260403493,1.3415863385237814,0.08828626551114876,9.215718466126788e-18,0.0,-2.386141338500078e-17,1.3415863385237814,0.0,5.026729043746664e-35,1.393325332361843,1.4565992045994935,1.3910776737478459,0.0677691894656447,0.03316637887688872,isotropic,14,400,200,0.45718303685655914
0.549518531161112,1.4016159896880984,1.4934062017924807,1.4016159896880986,0.09179021210438223,-5.898059818321144e-17,-2.419044469278773e-15,1.765489529743376e-16,1.4016159896880984,5.3713577347708715e-31,2.8610580265700756e-33,1.3894258933087518,1.5047717894871835,1.411703017954496,0.0707916468869434,-0.3146857803904687,isotropic,15,400,200,0.549518531161112
0.521826659783264,1.399161892809735,1.492777961660419,1.3991618928097378,0.09361606885067829,1.095673031470401e-14,-3.083423497123798e-14,-3.053703307809106e-14,1.399161892809735,8.900548179060358e-29,8.72979568004834e-29,1.3726705791430267,1.4795061816453214,1.3915768033870601,0.06902315401422765,-0.2739113347404599,isotropic,16,400,200,0.521826659783264
0.4715548989589849,1.4183642053507053,1.5099677386378842,1.4183642053507055,0.09160353328717878,4.2934406030425976e-17,-2.4239742393878777e-15,-1.1050845295492144e-16,1.4183642053507053,5.382304023333346e-31,1.1186731737038633e-33,1.499906579629197,1.5327963804313067,1.4835248762018178,0.06565320765686788,0.24951870612319652,isotropic,17,400,200,0.4715548989589849
0.45813095988353647,1.3577259344777795,1.4297839085509338,1.3577259344777795,0.07205797407315434,-4.380176776841438e-17,0.0,1.3924167429386207e-16,1.3577259344777795,0.0,1.3970775733992568e-33,1.407141664745775,1.430493404765302,1.3846539099684083,0.0683272495742604,0.3291183959179608,isotropic,18,400,200,0.45813095988353647
0.3466597361199816,1.392844689229598,1.4708961041463826,1.392844689229598,0.07805141491678436,7.28583859910259e-17,0.0,-1.617976361396202e-16,1.392844689229598,0.0,2.0432670188255468e-33,1.514202755521604,1.45355857508172,1.454319348975755,0.0591226326518135,1.0128677269585704,isotropic,19,400,200,0.3466597361199816
0.599372229854485,1.514761957701238,1.59554740853543,1.514761957701238,0.08078545083419217,-2.2551405187698492e-17,0.0,8.365792277030875e-17,1.514761957701238,0.0,5.653889373224326e-34,1.33662575758848,1.4087350647260408,1.3425407257079232,0.06027937089867441,-0.09812590993004754,isotropic,20,400,200,0.599372229854485
0.5421122043914379,1.3808535137775761,1.4720779418480268,1.3808535137775761,0.0912244280704504,-1.7997756063259374e-17,0.0,5.3476921806612836e-17,1.3808535137775761,0.0,2.6088190126683885e-34,1.4162886425398744,1.5387303012670104,1.4397961443834686,0.07542665503994783,-0.31166040481503554,isotropic,21,400,200,0.5421122043914379
0.5157319093815109,1.4334729150319983,1.526366743570342,1.4334729150319983,0.09289382853834373,2.667137344314341e-17,0.0,-7.40376328981958e-17,1.4334729150319983,0.0,5.092041245063393e-34,1.56931222586375,1.612437881346604,1.5563758302233575,0.06899844676363909,0.18748821527399584,isotropic,22,400,200,0.5157319093815109
0.43952973202304113,1.3727559982770283,1.4733122512069934,1.3727559982770283,0.10055625292996523,2.6237692574149207e-17,0.0,-5.734226191806611e-17,1.3727559982770283,0.0,3.306425349169265e-34,1.5235120669153337,1.5633059391489765,1.5101553020392002,0.06650740198590954,0.20083125302298335,isotropic,23,400,200,0.43952973202304113
0.612383798013222,1.422054470399941,1.5204098534081392,1.422054470399941,0.0983553830081983,7.058156142880634e-17,0.0,-2.1972871913819479e-16,1.422054470399941,0.0,4.74866772534571e-33,1.6330290472895987,1.7102794381072717,1.6364781151290728,0.070352255138725,-0.0490256898328701,isotropic,24,400,200,0.612383798013222
0.5228687993843507,1.4244570103189955,1.5257206269064887,1.4244570103189966,0.10126361658749088,4.664671426901634e-15,-1.0963691225327051e-14,-1.2042879914323716e-14,1.4244570103189955,1.2172142433238887e-29,1.4686359185580536e-29,1.4344718834466132,1.5497844300929564,1.4567826185096413,0.07069107652028706,-0.3156089305928914,isotropic,25,400,200,0.5228687993843507
0.5543741776164605,1.4021712426273676,1.5044578385038463,1.4021712426273676,0.10228659587647845,4.9873299934333204e-18,0.0,-1.351519688342322e-17,1.4021712426273676,0.0,1.8683725532872177e-35,1.4856228394459632,1.604670520203152,1.509112646155805,0.0720680673375047,-0.32593917913513487,isotropic,26,400,200,0.5543741776164605
0.4879401870574508,1.4442133075932706,1.5310560244845859,1.4442133075932706,0.08684271689131541,3.664603343001005e-17,0.0,-1.0295090392629615e-16,1.4442133075932706,0.0,9.204362837233712e-34,1.566091175799273,1.567116521387042,1.5343672418399064,0.06447321350650226,0.4920482822865228,isotropic,27,400,200,0.4879401870574508
0.509907046967005,1.431855347037765,1.5280116450015735,1.431855347037765,0.09615629796380831,1.3444106938820255e-17,0.0,-3.5646364374711374e-17,1.431855347037765,0.0,1.2218227822633337e-34,1.5219832548006857,1.5818394778846547,1.5178971861221986,0.06802836044094329,0.060064194580058225,isotropic,28,400,200,0.509907046967005
