lambda,risk,risk_derivative,D,xi_optimal,gain
0.02,1.480968858131488,-0.9046294411651625,0.0005543072556159086,16.319999999999993,0.14763552479815448
0.021827534293025468,1.479323185381418,-0.8963585332785161,0.0006555264400472695,14.923346663615874,0.14598985204808448
0.02382206266566014,1.4775443078749328,-0.887413053886,0.0007747329875672057,13.643416324881414,0.14421097454159953
0.025998844488264915,1.475623142988839,-0.8777458424920528,0.0009149805558248651,12.470416728473058,0.14228980965550536
0.028374533482331928,1.47355031363247,-0.8673079026482509,0.0010798003540758662,11.39537370509828,0.14021698029913654
0.030967305131709987,1.4713162083298799,-0.8560486257066433,0.0012732641598103996,10.410062513573822,0.1379828749965465
0.03379699573624914,1.4689110592556576,-0.8439160881964567,0.0015000522610083898,9.50694491649054,0.13557772592232423
0.0368852541717107,1.466325041168869,-0.8308574342513296,0.0017655256309573666,8.679111508054834,0.13299170783553563
0.04025570751699879,1.4635483944483556,-0.8168193551973231,0.002075801196394296,7.920228852879309,0.1302150611150222
0.04393414181586471,1.460571575658209,-0.801748678844282,0.002437828492305615,7.224491031301604,0.12723824232487563
0.04794869935602155,1.4573854392421897,-0.7855930810925214,0.0028594652911655364,6.586575220523516,0.12405210590885626
0.05233009397497643,1.453981454031783,-0.768301932037788,0.003349548936527074,6.001600971738545,0.12064812069844978
0.05711184603980216,1.4503519582195417,-0.7498272876709098,0.003917959091941046,5.465092871692982,0.11701862488620834
0.06233053889858861,1.44649045625536,-0.7301250363430954,0.004575666436514179,4.972946303018357,0.11315712292202647
0.06802609876558507,1.4423919607193412,-0.7091562062042085,0.005334760512235813,4.521396041380789,0.10905862738600791
0.07424210018132722,1.4380533815552823,-0.6868884356101368,0.00620844848940861,4.106987449196069,0.10472004822194887
0.08102609938470766,1.4334739640526455,-0.6632976028300148,0.007211015125516342,3.7265500455246086,0.10014063071931198
0.08842999814748975,1.4286557755785372,-0.6383696040794096,0.008357732743969021,3.37717324993978,0.09532244224520385
0.09651044085482559,1.4236042392220025,-0.6121022598234921,0.009664708787965076,3.056184114795166,0.09027090588866925
0.10532924786968557,1.4183287101650044,-0.5845073183767815,0.011148657594221997,2.76112687552898,0.0849953768316711
0.11495388849670707,1.4128430876961404,-0.5556125131353951,0.012826582715401156,2.489744162552802,0.0795097543628071
0.12545799716392494,1.407166452316968,-0.5254636155428439,0.014715356681782542,2.2399597309840478,0.07383311898363473
0.13692193677149317,1.4013237133751717,-0.49412641055557466,0.01683118685524783,2.009862576093986,0.06799038004183845
0.14943341351736159,1.3953462481615833,-0.46168850564699193,0.019188959335190322,1.7976923129446873,0.06201291482824987
0.16308814790370327,1.3892725085608713,-0.4282608692761217,0.021801458056686932,1.6018257083601357,0.05593917522753789
0.17799060705770464,1.3831485663576144,-0.39397898157554323,0.0246784635441133,1.4207642621927812,0.049815233024281216
0.19425480396942343,1.3770285634679205,-0.3590034704140015,0.027825745389330487,1.2531227428745715,0.04369523013458717
0.2120051697613765,1.370975029083119,-0.32352010184062086,0.031243974348382032,1.0976185895423778,0.03764169574978581
0.23137750566325657,1.3650590224583015,-0.28773899723045737,0.03492759364009572,0.9530620996575397,0.03172568912496805
0.2525200219749713,1.359360058411529,-0.2518929621875392,0.038863703860516616,0.8183473270487771,0.026026725078195822
0.27559447196671155,1.3539657731201806,-0.21623483608875738,0.043031030749300946,0.692443620742894,0.020632439786847357
0.30077738939108206,1.3489712911046827,-0.18103380713918285,0.04739905827121279,0.5743877398501195,0.015637957771349263
0.32826143907502586,1.3444782609002413,-0.14657068609468235,0.05192741914044382,0.46327648417809547,0.01114492756690785
0.35825689092440083,1.3405935372030702,-0.1131321912770678,0.0565656388164669,0.3582597841941818,0.007260203869736936
0.39099322861825214,1.337427501362478,-0.08100436554407792,0.061253324949254714,0.25853419747002226,0.004094168029144577
0.4267209053002822,1.3350920297629614,-0.050465318251449315,0.06592088041397115,0.16333676185217713,0.0017586964296279638
0.4657132596996391,1.3336981402831567,-0.021777556209627867,0.07049079337224214,0.07193915833178625,0.00036480694982348176
0.5,1.3333333333333333,0.0,0.07407407407407407,-0.0,0.0
0.5082686073405274,1.3333533695673063,0.004819769717833895,0.07487952231467356,-0.016357861044376778,2.0036233973024643e-05
0.5547125228396831,1.3341589568018093,0.02911832884803364,0.07899994935749577,-0.10222982285137175,0.000825623468476
0.6054003307526927,1.3362069311972435,0.050947388209115554,0.08276432441706331,-0.18633370048040562,0.0028735978639101633
0.660719824025668,1.3395772183625227,0.07017951043089246,0.08608757105206519,-0.26931294038986847,0.006243885029189356
0.7210942308501009,1.344334893141828,0.08673481561031678,0.08889077766498363,-0.35180238486699833,0.011001559808494717
0.78698545261917,1.350527711428166,0.10058351936949776,0.09110466173022355,-0.43443312896234054,0.017194378094832576
0.858897597757855,1.3581840496364639,0.11174655635804107,0.0926727755773988,-0.5178373487555376,0.02485071630313046
0.9373808384628386,1.3673113673195383,0.12029421661721844,0.09355422426685381,-0.6026531378916573,0.033978033986204845
1.0230356198586288,1.3778952861487022,0.1263428511743015,0.0937256910688402,-0.6895293893905425,0.04456195281536882
1.116517253772539,1.3898993484191133,0.1300498307536004,0.09318261280818395,-0.7791307600780254,0.056566015085779874
1.2185409322737357,1.4032654825201312,0.1316070550477094,0.09193941159187724,-0.8721427556199689,0.06993214918679781
1.3298871993330093,1.4179151642508536,0.13123339843929602,0.09002876432615449,-0.9692769750627711,0.08458183091752025
1.4514079224648433,1.433751224645548,0.12916653315580695,0.08749996845534584,-1.0712765550043024,0.10041789131221454
1.5840328100385108,1.4506602202856094,0.12565458831991155,0.08441653268984727,-1.1789218550465312,0.11732688695227589
1.7287765241196542,1.4685152537219321,0.12094808341172433,0.08085317733797044,-1.2930364280270559,0.13518192038859875
