n,p,gamma,seed,lambda,xi_oracle,xi_gcv,abs_weight_error,sign_match,excess_risk,D_gcv
200,100,0.5,8,2.0,-1.4050427113944686,-1.5149302196049241,0.10988750821045556,1,0.0007279499055205692,0.05036241445755296
200,100,0.5,9,0.1,2.3619766377166953,1.2855106752782253,1.07646596243847,1,0.054393681217352,0.044782210868957506
200,100,0.5,9,0.5,0.20552996262538267,-0.6877825030581536,0.8933124656835363,0,0.0843119100561426,0.07527527273980716
200,100,0.5,9,2.0,-1.3726270717363234,-2.387579786145151,1.0149527144088275,1,0.07371851736837139,0.05009334807079879
200,100,0.5,10,0.1,2.3718537620879894,2.486351220218053,0.11449745813006373,1,0.00043407072538961155,0.036755078628483595
200,100,0.5,10,0.5,0.17963630683534287,-0.05230086323181941,0.23193717006716227,0,0.004133615781441993,0.06776442225125123
200,100,0.5,10,2.0,-1.3113246051983856,-1.8842487478397612,0.5729241426413756,1,0.019852109153628627,0.05418148230868702
200,100,0.5,11,0.1,1.998543012664674,1.4422365096897456,0.5563065029749283,1,0.02489885445949971,0.04504702515479142
200,100,0.5,11,0.5,0.26665955228549676,-0.11850320869309115,0.3851627609785879,0,0.013848995487513812,0.06506257517578451
200,100,0.5,11,2.0,-1.2968718912678068,-1.7775013185766861,0.48062942730887936,1,0.013847804733325477,0.049011480317412204
200,100,0.5,12,0.1,1.328673259890217,1.3545551609665676,0.02588190107635069,1,3.0319833836357883e-05,0.039997650445635635
200,100,0.5,12,0.5,-0.17165190460927757,-0.667994009305745,0.49634210469646745,1,0.023201933849846913,0.06964353365647913
200,100,0.5,12,2.0,-1.4742356305987838,-2.340683129369217,0.8664474987704331,1,0.04938002137214955,0.048996616040128504
200,100,0.5,13,0.1,1.90999581967692,2.7597848898733197,0.8497890701963997,1,0.02947540346409922,0.041205671284567646
200,100,0.5,13,0.5,-0.033262910536181425,0.15461387812066413,0.18787678865684554,0,0.0028850525321523863,0.07616948240626398
200,100,0.5,13,2.0,-1.383284123736965,-1.7755859141298889,0.3923017903929238,1,0.01032101960864127,0.061724786801569564
200,100,0.5,14,0.1,1.857084932528594,2.2431614890136866,0.38607655648509254,1,0.0068826537313703496,0.04210571366652127
200,100,0.5,14,0.5,-0.004651208596320648,0.14562850294242036,0.150279711538741,0,0.001932576432742884,0.06667427733397435
200,100,0.5,14,2.0,-1.4208856755502925,-1.5377540662107116,0.1168683906604191,1,0.0007868904517784724,0.0511279603743251
200,100,0.5,15,0.1,2.0814759002557515,2.5493291017865505,0.467853201530799,1,0.008478297365689589,0.04168854513505904
200,100,0.5,15,0.5,0.004644483078219098,0.0768542299340284,0.0722097468558093,1,0.00044697869586281637,0.07348000230546381
200,100,0.5,15,2.0,-1.4129419807830228,-1.7446470610027554,0.33170508021973255,1,0.0070494218427481275,0.053891951497767376
200,100,0.5,16,0.1,2.0955202911600397,1.9989317016565384,0.09658858950350124,1,0.0005229757444768115,0.044820509176490386
200,100,0.5,16,0.5,0.09186217066240565,0.06763665676935732,0.024225513893048334,1,5.440860592616494e-05,0.06640848122421472
200,100,0.5,16,2.0,-1.634137206843701,-1.576247277154207,0.05788992968949391,1,0.0001973924929606796,0.04989626284976678
200,100,0.5,17,0.1,1.897296350289631,1.6590556548895292,0.23824069540010173,1,0.00476359386407806,0.052116558295150384
200,100,0.5,17,0.5,0.030797540665453215,0.1584632343150493,0.1276656936495961,1,0.0017285998591601215,0.0685900490369784
200,100,0.5,17,2.0,-1.6442266175374478,-1.3605325191872322,0.28369409835021564,1,0.0048626725630845895,0.04761024442312145
200,100,0.5,18,0.1,1.5933655209433089,2.9423815407772174,1.3490160198339085,1,0.08755874986898093,0.0391302539933025
200,100,0.5,18,0.5,-0.3122846441226985,0.8174245685835347,1.1297092127062331,0,0.0906090175352345,0.057686590506035085
200,100,0.5,18,2.0,-1.9352913001255803,-0.9963436825119754,0.9389476176136049,1,0.0410997039293158,0.042452890060931114
200,100,0.5,19,0.1,2.032582185249114,1.754882031565726,0.27770015368338785,1,0.005912891919662278,0.046988291252067604
200,100,0.5,19,0.5,0.20367060349167318,0.09179533788645407,0.11187526560521911,1,0.001187216299440502,0.06732624417650035
200,100,0.5,19,2.0,-1.3798427832342424,-1.5748095701591005,0.19496678692485814,1,0.0022975783974919207,0.05418264121015648
200,100,0.5,20,0.1,1.6173709381359274,2.0216808934568116,0.4043099553208842,1,0.009227584683292784,0.03993431420684246
200,100,0.5,20,0.5,-0.2016766081084766,0.03491534437307575,0.23659195248155235,0,0.004604622842111128,0.06327904411205054
200,100,0.5,20,2.0,-1.699943839814592,-1.712072691730359,0.012128851915766958,1,8.26800714411036e-06,0.04589332457499884
200,100,0.5,21,0.1,1.9934075261027142,2.4172107606666806,0.4238032345639664,1,0.007098876072122982,0.04252717351318758
200,100,0.5,21,0.5,-0.18042752199018688,0.14006469527021126,0.3204922172603981,0,0.009003288597331948,0.0704832766893766
200,100,0.5,21,2.0,-1.777120150117762,-1.564593921620212,0.21252622849754998,1,0.0027388385792624192,0.0552456820507885
200,100,0.5,22,0.1,1.9835669273112493,1.794422339814716,0.18914458749653318,1,0.0028794297993466177,0.049802674156299354
200,100,0.5,22,0.5,0.24581985680184412,0.1769009954820219,0.06891886131982222,1,0.000473754028818881,0.06952689197379369
200,100,0.5,22,2.0,-1.27146871555194,-1.4876168789143134,0.2161481633623734,1,0.0028756182216030635,0.04928791896279616
200,100,0.5,23,0.1,1.8873440648825721,1.1334172801936546,0.7539267846889175,1,0.028119813362096804,0.03915487844342236
200,100,0.5,23,0.5,-0.11854851281402579,-0.569764797611273,0.4512162847972472,1,0.018224616818883897,0.056519229413639405
200,100,0.5,23,2.0,-1.7396761653597734,-1.9726319817861595,0.23295581642638608,1,0.002905385535792808,0.04438631315876451
400,200,0.5,0,0.1,2.1473112971419757,1.3839937059496066,0.7633175911923691,1,0.03968729483848948,0.04701036392164282
400,200,0.5,0,0.5,0.1830530173502778,-0.18908506645538833,0.37213808380566615,0,0.013858693981608959,0.06387226469649354
400,200,0.5,0,2.0,-1.3967561300611566,-1.6859882749407802,0.28923214487962357,1,0.004898738905218739,0.04674140967528029
400,200,0.5,1,0.1,1.8513588067840632,1.7867535525395906,0.06460525424447261,1,0.00026974131674323206,0.04611897766859929
400,200,0.5,1,0.5,0.019087724081042555,-0.0038699722130630197,0.022957696294105573,0,5.0505456818060754e-05,0.06825243532033598
400,200,0.5,1,2.0,-1.5782827952400085,-1.6477415828674966,0.06945878762748814,1,0.0002936297415216331,0.04860673538810678
400,200,0.5,2,0.1,2.0360097617009996,1.6969810364550193,0.33902872524598027,1,0.006740349039621881,0.04632677635784388
400,200,0.5,2,0.5,0.11895184478094793,-0.14255555917503238,0.2615074039559803,0,0.0068042523126408,0.06862199507982458
400,200,0.5,2,2.0,-1.4581100510790759,-1.709979882075922,0.2518698309968461,1,0.003905130625626005,0.04910750611208625
400,200,0.5,3,0.1,1.9003712002195736,1.9175756358502571,0.017204435630683523,1,1.718693370507574e-05,0.04424638951862514
400,200,0.5,3,0.5,-0.011868527930193948,0.07575257713331869,0.08762110506351264,0,0.0006979810457837534,0.06552595294649777
400,200,0.5,3,2.0,-1.5843202017000126,-1.5367045400974475,0.04761566160256514,1,0.00013016837829067255,0.04812629259626444
400,200,0.5,4,0.1,1.9886062676174376,1.7747484541805891,0.2138578134368485,1,0.002376695003824581,0.040280144240512517
400,200,0.5,4,0.5,0.10541925113576518,-0.20755122384825908,0.31297047498402425,0,0.008552801079766768,0.06466870733878505
400,200,0.5,4,2.0,-1.4449124300359604,-1.9226422460519148,0.47772981601595443,1,0.013256636499362127,0.041560625756678515
400,200,0.5,5,0.1,1.5246670347098579,2.33928425341969,0.814617218709832,1,0.03675787075377847,0.04129654841310204
400,200,0.5,5,0.5,-0.24746399645324219,0.31483424814536487,0.5622982445986071,0,0.025382519117242104,0.06436243148204124
400,200,0.5,5,2.0,-1.7497554657992658,-1.4830886307087268,0.266666835090539,1,0.003965823417653962,0.051996349785087936
400,200,0.5,6,0.1,1.7061031465921668,1.8312068275280269,0.1251036809358601,1,0.0010106679457768885,0.046743600030500154
400,200,0.5,6,0.5,-0.04126503142734762,-0.01517767420046831,0.026087357226879312,1,6.663479204633053e-05,0.07008863649629404
400,200,0.5,6,2.0,-1.6234075237020895,-1.6629166487264029,0.03950912502431336,1,9.758252112418268e-05,0.05009288800273959
400,200,0.5,7,0.1,2.085009792681819,1.025127732649666,1.0598820600321532,1,0.06395326534014817,0.043454380869659914
400,200,0.5,7,0.5,0.15033139896874045,-0.7697728598667389,0.9201042588354794,0,0.08673252547958092,0.07239220742103081
400,200,0.5,7,2.0,-1.3741721755476346,-2.3576397418607487,0.983467566313114,1,0.0676584515769079,0.05422401356489637
400,200,0.5,8,0.1,2.0598986681000433,1.933303205551231,0.12659546254881238,1,0.0008694851853000793,0.04406988526706046
400,200,0.5,8,0.5,0.2098373874942445,-0.12500333272895134,0.33484072022319583,0,0.010561542599147941,0.07141801440567042
400,200,0.5,8,2.0,-1.3361271095415106,-1.840856101769085,0.5047289922275744,1,0.01625710763118548,0.04929556013096503
400,200,0.5,9,0.1,2.024424420134336,1.9620515046564058,0.062372915477930224,1,0.0002474426800228586,0.04924375627454314
400,200,0.5,9,0.5,0.08318990441458704,-0.03503409409681313,0.11822399851140017,0,0.0014303775308547313,0.07875639736947493
400,200,0.5,9,2.0,-1.395301498989357,-1.778606265972736,0.3833047669833789,1,0.010349859688939035,0.05662703703830019
400,200,0.5,10,0.1,1.7297406656959045,2.161884043566279,0.4321433778703747,1,0.009120941672050962,0.04586171364866409
400,200,0.5,10,0.5,-0.05442880988060689,0.010075662110695422,0.06450447199130231,0,0.00040477132102319767,0.07373048650135994
400,200,0.5,10,2.0,-1.5543773697003547,-1.6513835804279136,0.09700621072755888,1,0.0006007699083158143,0.04850375231105897
400,200,0.5,11,0.1,1.9376074251051394,1.7685081181431888,0.16909930696195064,1,0.0015110403397351761,0.04382383708290183
400,200,0.5,11,0.5,0.06852645336540285,-0.25258735111754943,0.3211138044829523,0,0.009890760244432287,0.07184750102578485
400,200,0.5,11,2.0,-1.374799698857971,-1.9270501571553014,0.5522504582973304,1,0.019727334948260723,0.04959677006671859
400,200,0.5,12,0.1,1.7025248765186638,2.3583145910712964,0.6557897145526326,1,0.01932025768161185,0.040271749834515536
400,200,0.5,12,0.5,0.015205726809151065,0.08666471410110343,0.07145898729195237,1,0.0004213949776669707,0.06762688840113817
400,200,0.5,12,2.0,-1.4222462090624726,-1.7265211920326486,0.3042749829701761,1,0.005482098477120389,0.04724390562686098
400,200,0.5,13,0.1,1.6567205866399184,2.2520662777150773,0.5953456910751589,1,0.015779424078108614,0.039753418684710606
400,200,0.5,13,0.5,-0.12048163971058905,-0.004452995693861105,0.11602864401672794,1,0.0011121592638297332,0.06774938944376974
400,200,0.5,13,2.0,-1.5675416449943524,-1.7769721038959578,0.2094304589016054,1,0.002640200224998917,0.05346413007971851
400,200,0.5,14,0.1,1.983304200237106,1.5708095499907238,0.4124946502463822,1,0.008597097134060054,0.039861621391409585
400,200,0.5,14,0.5,-0.0009741267205651065,-0.36927137121738696,0.36829724449682183,1,0.011955438832185784,0.06529510720614962
400,200,0.5,14,2.0,-1.6125853648039028,-2.0647860243453935,0.4522006595414907,1,0.012336031972255456,0.04607083301560433
400,200,0.5,15,0.1,2.271950731775996,2.301887521964285,0.029936790188288764,1,4.004449129768799e-05,0.0430807851837236
400,200,0.5,15,0.5,0.20814984175103587,0.01064158904007086,0.197508252710965,1,0.0034945122317350977,0.07342587374923548
400,200,0.5,15,2.0,-1.3089266147079064,-1.750288494055872,0.44136187934796567,1,0.012597219958780319,0.055962349757167296
400,200,0.5,16,0.1,1.6923085092526966,2.008602981240507,0.31629447198781024,1,0.004324204704049001,0.03854744491900863
400,200,0.5,16,0.5,-0.1778042794082967,-0.09466281782343311,0.0831414615848636,1,0.0005708318069609455,0.061813226037088054
400,200,0.5,16,2.0,-1.7241542171008972,-1.7886783150288972,0.06452409792799996,1,0.00022693747570726853,0.03968336094157143
400,200,0.5,17,0.1,2.340533243217484,1.4786939109230577,0.8618393322944264,1,0.038316390997511544,0.044448887725065056
400,200,0.5,17,0.5,0.2266497972689332,-0.446655576653353,0.6733053739222862,0,0.04566595512657576,0.06983797229278554
400,200,0.5,17,2.0,-1.3217815114598563,-2.022776385544718,0.7009948740848615,1,0.03173170687865614,0.04962762379606822
400,200,0.5,18,0.1,1.7653587396317738,1.8353908677748332,0.07003212814305937,1,0.00025244459927269543,0.040137825519235726
400,200,0.5,18,0.5,-0.05143800094194328,-0.11083774492238634,0.05939974398044306,1,0.0002968759589438681,0.06348776808074463
400,200,0.5,18,2.0,-1.5793643811832567,-1.8228041656972969,0.24343978451404014,1,0.003410523167616338,0.0476141388033704
400,200,0.5,19,0.1,1.6499515595589351,1.9938217322005596,0.34387017264162445,1,0.005336757433038359,0.03800173000874896
400,200,0.5,19,0.5,-0.07325348876727172,-0.11566546611672923,0.04241197734945751,1,0.000143039893569963,0.06384609694585208
400,200,0.5,19,2.0,-1.4326515902190837,-1.8567043065796474,0.42405271636056363,1,0.010446790450233256,0.05291235157191121
400,200,0.5,20,0.1,1.5256071609677184,2.249657325847012,0.7240501648792936,1,0.031193783045151392,0.04167540192870156
400,200,0.5,20,0.5,-0.1816013625412912,0.3613330181080257,0.5429343806493169,0,0.024091217030200014,0.06182510184474843
400,200,0.5,20,2.0,-1.7293049284273465,-1.3532054597128287,0.3760994687145178,1,0.0074715282490343616,0.04612326919779264
400,200,0.5,21,0.1,1.8117025175479133,1.7794471691204632,0.03225534842745015,1,6.664605845325863e-05,0.04183477465620822
400,200,0.5,21,0.5,0.07759595365951458,-0.07059936530859172,0.14819531896810628,0,0.0019168620215836115,0.06578289307569252
400,200,0.5,21,2.0,-1.4077621189527072,-1.7810572307018817,0.3732951117491745,1,0.008231343808538698,0.04807920540301369
400,200,0.5,22,0.1,1.8858046626332212,1.3825770939716655,0.5032275686615557,1,0.015554379741191199,0.0457521505885321
400,200,0.5,22,0.5,0.1169116410162108,-0.48401212660658743,0.6009237676227982,0,0.0374419644452823,0.07429460314546699
400,200,0.5,22,2.0,-1.3749596900896695,-2.12119615339674,0.7462364633070706,1,0.03839230290774756,0.051639647887389284
400,200,0.5,23,0.1,1.7398842155862035,2.6948746887791715,0.9549904731929679,1,0.03628444336455553,0.035053711172140734
400,200,0.5,23,0.5,-0.21476479034024828,0.2961010063480148,0.510865796688263,0,0.01778460325696798,0.060096224906753815
400,200,0.5,23,2.0,-1.7412012007025701,-1.5880239954793287,0.1531772052232414,1,0.0012155111782142804,0.047584510618925435
800,400,0.5,0,0.1,2.032339477887631,2.107431583458157,0.07509210557052581,1,0.0002671304731597426,0.043506713655341755
800,400,0.5,0,0.5,0.09065568470858495,-0.05098364017252212,0.1416393248811071,0,0.001844638298027199,0.07119510291056796
800,400,0.5,0,2.0,-1.4662537499811057,-1.7796918224867322,0.3134380725056265,1,0.0061943385498567025,0.049862929216010876
800,400,0.5,1,0.1,1.6849240298579575,1.7496212102797457,0.06469718042178818,1,0.00023386573078309553,0.04218499900112027
800,400,0.5,1,0.5,-0.07247231024690687,-0.17351377957814237,0.1010414693312355,1,0.000919572855617592,0.0664261951093148
800,400,0.5,1,2.0,-1.5825688677453063,-1.8448363752219024,0.2622675074765961,1,0.004140532570444176,0.048643867443855626
800,400,0.5,2,0.1,2.006523687971691,2.00685674749889,0.0003330595271990866,1,6.176432129595875e-09,0.045571858133955256
